pengirim,penerus,nama file,tanggal dan Waktu
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 22:55
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 22:59
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 22:59
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 22:59
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 23:00
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 23:18
@boydrawl,@boydrawl,￥￥_5000_46(1).txt,27-05 23:19
@boydrawl,@boydrawl,_5000_46(1)_2(1).txt,27-05 23:21
@boydrawl,@boydrawl,LIN3500.txt,28-05 15:22
@boydrawl,@boydrawl,LIN3500_1.txt,28-05 15:24
@boydrawl,@boydrawl,LIN3500_2.txt,28-05 15:27
@boydrawl,@boydrawl,viD siang 3.vcf,28-05 19:39
@boydrawl,@boydrawl,_2500_27 (2).txt,29-05 21:08
